"ID","Sex","Age","CausesOfDeath","Year","Deaths"
2008822,"Male","95+","Psychological",2006,78
2008823,"Male","95+","Psychological",2007,62
2008824,"Male","95+","Psychological",2008,86
2008825,"Male","95+","Psychological",2009,91
2008826,"Male","95+","Psychological",2010,103
2008827,"Male","95+","Psychological",2011,112
2008828,"Male","95+","Psychological",2012,105
2008829,"Male","95+","Psychological",2013,148
2008830,"Male","95+","Psychological",2014,151
2008831,"Male","95+","Psychological",2015,174
2008832,"Male","95+","Psychological",2016,186
2008833,"Male","95+","Psychological",2017,224
2008834,"Male","95+","Psychological",2018,237
2008835,"Male","95+","Psychological",2019,299
2008836,"Male","95+","Psychological",2020,242
2008837,"Male","95+","Psychological",2021,226
2010866,"Male","95+","NervousSystem",1996,10
2010867,"Male","95+","NervousSystem",1997,12
2010868,"Male","95+","NervousSystem",1998,10
2010869,"Male","95+","NervousSystem",1999,13
2010870,"Male","95+","NervousSystem",2000,16
2010871,"Male","95+","NervousSystem",2001,9
2010872,"Male","95+","NervousSystem",2002,12
2010873,"Male","95+","NervousSystem",2003,24
2010874,"Male","95+","NervousSystem",2004,13
2010875,"Male","95+","NervousSystem",2005,22
2010876,"Male","95+","NervousSystem",2006,21
2010877,"Male","95+","NervousSystem",2007,22
2010878,"Male","95+","NervousSystem",2008,32
2010879,"Male","95+","NervousSystem",2009,25
2010880,"Male","95+","NervousSystem",2010,19
2010881,"Male","95+","NervousSystem",2011,35
2010882,"Male","95+","NervousSystem",2012,45
2010883,"Male","95+","NervousSystem",2013,48
2010884,"Male","95+","NervousSystem",2014,52
2010885,"Male","95+","NervousSystem",2015,63
2010886,"Male","95+","NervousSystem",2016,83
2010887,"Male","95+","NervousSystem",2017,93
2010888,"Male","95+","NervousSystem",2018,86
2010889,"Male","95+","NervousSystem",2019,92
2010890,"Male","95+","NervousSystem",2020,91
2010891,"Male","95+","NervousSystem",2021,99
2012660,"Male","95+","Eye+Adnexa",1996,0
2012661,"Male","95+","Eye+Adnexa",1997,0
2012662,"Male","95+","Eye+Adnexa",1998,0
2012663,"Male","95+","Eye+Adnexa",1999,0
2012664,"Male","95+","Eye+Adnexa",2000,0
2012665,"Male","95+","Eye+Adnexa",2001,0
2012666,"Male","95+","Eye+Adnexa",2002,0
2012667,"Male","95+","Eye+Adnexa",2003,0
2012668,"Male","95+","Eye+Adnexa",2004,0
2012669,"Male","95+","Eye+Adnexa",2005,0
2012670,"Male","95+","Eye+Adnexa",2006,0
2012671,"Male","95+","Eye+Adnexa",2007,0
2012672,"Male","95+","Eye+Adnexa",2008,0
2012673,"Male","95+","Eye+Adnexa",2009,0
2012674,"Male","95+","Eye+Adnexa",2010,0
2012675,"Male","95+","Eye+Adnexa",2011,0
2012676,"Male","95+","Eye+Adnexa",2012,1
2012677,"Male","95+","Eye+Adnexa",2013,1
2012678,"Male","95+","Eye+Adnexa",2014,1
2012679,"Male","95+","Eye+Adnexa",2015,0
2012680,"Male","95+","Eye+Adnexa",2016,0
2012681,"Male","95+","Eye+Adnexa",2017,0
2012682,"Male","95+","Eye+Adnexa",2018,0
2012683,"Male","95+","Eye+Adnexa",2019,1
2012684,"Male","95+","Eye+Adnexa",2020,1
2012685,"Male","95+","Eye+Adnexa",2021,0
2014558,"Male","95+","CirculatorySystem",1996,324
2014559,"Male","95+","CirculatorySystem",1997,362
2014560,"Male","95+","CirculatorySystem",1998,346
2014561,"Male","95+","CirculatorySystem",1999,345
2014562,"Male","95+","CirculatorySystem",2000,333
2014563,"Male","95+","CirculatorySystem",2001,358
2014564,"Male","95+","CirculatorySystem",2002,326
2014565,"Male","95+","CirculatorySystem",2003,334
2014566,"Male","95+","CirculatorySystem",2004,348
2014567,"Male","95+","CirculatorySystem",2005,346
2014568,"Male","95+","CirculatorySystem",2006,324
2014569,"Male","95+","CirculatorySystem",2007,363
2014570,"Male","95+","CirculatorySystem",2008,366
2014571,"Male","95+","CirculatorySystem",2009,360
2014572,"Male","95+","CirculatorySystem",2010,415
2014573,"Male","95+","CirculatorySystem",2011,434
2014574,"Male","95+","CirculatorySystem",2012,447
2014575,"Male","95+","CirculatorySystem",2013,433
2014576,"Male","95+","CirculatorySystem",2014,476
2014577,"Male","95+","CirculatorySystem",2015,560
2014578,"Male","95+","CirculatorySystem",2016,561
2014579,"Male","95+","CirculatorySystem",2017,614
2014580,"Male","95+","CirculatorySystem",2018,649
2014581,"Male","95+","CirculatorySystem",2019,658
2014582,"Male","95+","CirculatorySystem",2020,665
2014583,"Male","95+","CirculatorySystem",2021,704
2018276,"Male","95+","DigestiveSystem",1996,27
2018277,"Male","95+","DigestiveSystem",1997,34
2018278,"Male","95+","DigestiveSystem",1998,40
2018279,"Male","95+","DigestiveSystem",1999,34
2018280,"Male","95+","DigestiveSystem",2000,31
2018281,"Male","95+","DigestiveSystem",2001,43
2018282,"Male","95+","DigestiveSystem",2002,40
2018283,"Male","95+","DigestiveSystem",2003,36
2018284,"Male","95+","DigestiveSystem",2004,26
2018285,"Male","95+","DigestiveSystem",2005,42
2018286,"Male","95+","DigestiveSystem",2006,32
2018287,"Male","95+","DigestiveSystem",2007,44
2018288,"Male","95+","DigestiveSystem",2008,30
2018289,"Male","95+","DigestiveSystem",2009,37
2018290,"Male","95+","DigestiveSystem",2010,49
2018291,"Male","95+","DigestiveSystem",2011,46
2018292,"Male","95+","DigestiveSystem",2012,44
2018293,"Male","95+","DigestiveSystem",2013,43
2018294,"Male","95+","DigestiveSystem",2014,47
2018295,"Male","95+","DigestiveSystem",2015,51
2018296,"Male","95+","DigestiveSystem",2016,50
2018297,"Male","95+","DigestiveSystem",2017,44
2018298,"Male","95+","DigestiveSystem",2018,55
2018299,"Male","95+","DigestiveSystem",2019,48
2018300,"Male","95+","DigestiveSystem",2020,70
2018301,"Male","95+","DigestiveSystem",2021,66
2020174,"Male","95+","SkinDeseases",1996,4
2020175,"Male","95+","SkinDeseases",1997,7
2020176,"Male","95+","SkinDeseases",1998,7
2020177,"Male","95+","SkinDeseases",1999,2
2020178,"Male","95+","SkinDeseases",2000,6
2020179,"Male","95+","SkinDeseases",2001,7
2020180,"Male","95+","SkinDeseases",2002,4
2020181,"Male","95+","SkinDeseases",2003,5
2020182,"Male","95+","SkinDeseases",2004,3
2020183,"Male","95+","SkinDeseases",2005,4
2020184,"Male","95+","SkinDeseases",2006,3
2020185,"Male","95+","SkinDeseases",2007,5
2020186,"Male","95+","SkinDeseases",2008,5
2020187,"Male","95+","SkinDeseases",2009,7
2020188,"Male","95+","SkinDeseases",2010,6
2020189,"Male","95+","SkinDeseases",2011,3
2020190,"Male","95+","SkinDeseases",2012,5
2020191,"Male","95+","SkinDeseases",2013,5
2020192,"Male","95+","SkinDeseases",2014,4
2020193,"Male","95+","SkinDeseases",2015,5
2020194,"Male","95+","SkinDeseases",2016,5
2020195,"Male","95+","SkinDeseases",2017,3
2020196,"Male","95+","SkinDeseases",2018,3
2020197,"Male","95+","SkinDeseases",2019,9
2020198,"Male","95+","SkinDeseases",2020,5
2020199,"Male","95+","SkinDeseases",2021,8
2022072,"Male","95+","MusculSystem",1996,5
2022073,"Male","95+","MusculSystem",1997,4
2022074,"Male","95+","MusculSystem",1998,7
2022075,"Male","95+","MusculSystem",1999,5
2022076,"Male","95+","MusculSystem",2000,7
2022077,"Male","95+","MusculSystem",2001,3
2022078,"Male","95+","MusculSystem",2002,4
2022079,"Male","95+","MusculSystem",2003,5
2022080,"Male","95+","MusculSystem",2004,7
2022081,"Male","95+","MusculSystem",2005,3
2022082,"Male","95+","MusculSystem",2006,7
2022083,"Male","95+","MusculSystem",2007,3
2022084,"Male","95+","MusculSystem",2008,4
2022085,"Male","95+","MusculSystem",2009,5
2022086,"Male","95+","MusculSystem",2010,5
2022087,"Male","95+","MusculSystem",2011,5
2022088,"Male","95+","MusculSystem",2012,6
2022089,"Male","95+","MusculSystem",2013,6
2022090,"Male","95+","MusculSystem",2014,5
2022091,"Male","95+","MusculSystem",2015,5
2022092,"Male","95+","MusculSystem",2016,9
2022093,"Male","95+","MusculSystem",2017,9
2022094,"Male","95+","MusculSystem",2018,8
2022095,"Male","95+","MusculSystem",2019,8
2022096,"Male","95+","MusculSystem",2020,12
2022097,"Male","95+","MusculSystem",2021,11
2024152,"Male","95+","GenitourinarySystem",1996,40
2024153,"Male","95+","GenitourinarySystem",1997,30
2024154,"Male","95+","GenitourinarySystem",1998,33
2024155,"Male","95+","GenitourinarySystem",1999,39
2024156,"Male","95+","GenitourinarySystem",2000,44
2024157,"Male","95+","GenitourinarySystem",2001,44
2024158,"Male","95+","GenitourinarySystem",2002,44
2024159,"Male","95+","GenitourinarySystem",2003,36
2024160,"Male","95+","GenitourinarySystem",2004,57
2024161,"Male","95+","GenitourinarySystem",2005,49
2024162,"Male","95+","GenitourinarySystem",2006,44
2024163,"Male","95+","GenitourinarySystem",2007,54
2024164,"Male","95+","GenitourinarySystem",2008,57
2024165,"Male","95+","GenitourinarySystem",2009,43
2024166,"Male","95+","GenitourinarySystem",2010,68
2024167,"Male","95+","GenitourinarySystem",2011,72
2024168,"Male","95+","GenitourinarySystem",2012,87
2024169,"Male","95+","GenitourinarySystem",2013,58
2024170,"Male","95+","GenitourinarySystem",2014,62
2024171,"Male","95+","GenitourinarySystem",2015,71
2024172,"Male","95+","GenitourinarySystem",2016,83
2024173,"Male","95+","GenitourinarySystem",2017,97
2024174,"Male","95+","GenitourinarySystem",2018,100
2024175,"Male","95+","GenitourinarySystem",2019,105
2024176,"Male","95+","GenitourinarySystem",2020,84
2024177,"Male","95+","GenitourinarySystem",2021,115
2028312,"Male","95+","Perinatal",1996,0
2028313,"Male","95+","Perinatal",1997,0
2028314,"Male","95+","Perinatal",1998,0
2028315,"Male","95+","Perinatal",1999,0
2028316,"Male","95+","Perinatal",2000,0
2028317,"Male","95+","Perinatal",2001,0
2028318,"Male","95+","Perinatal",2002,0
2028319,"Male","95+","Perinatal",2003,0
2028320,"Male","95+","Perinatal",2004,0
2028321,"Male","95+","Perinatal",2005,0
2028322,"Male","95+","Perinatal",2006,0
2028323,"Male","95+","Perinatal",2007,0
2028324,"Male","95+","Perinatal",2008,0
2028325,"Male","95+","Perinatal",2009,0
2028326,"Male","95+","Perinatal",2010,0
2028327,"Male","95+","Perinatal",2011,0
2028328,"Male","95+","Perinatal",2012,0
2028329,"Male","95+","Perinatal",2013,0
2028330,"Male","95+","Perinatal",2014,0
2028331,"Male","95+","Perinatal",2015,0
2028332,"Male","95+","Perinatal",2016,0
2028333,"Male","95+","Perinatal",2017,0
2028334,"Male","95+","Perinatal",2018,0
2028335,"Male","95+","Perinatal",2019,0
2028336,"Male","95+","Perinatal",2020,0
2028337,"Male","95+","Perinatal",2021,0
2029872,"Male","95+","CongenitalMalform",1996,1
2029873,"Male","95+","CongenitalMalform",1997,0
2029874,"Male","95+","CongenitalMalform",1998,0
2029875,"Male","95+","CongenitalMalform",1999,0
2029876,"Male","95+","CongenitalMalform",2000,0
2029877,"Male","95+","CongenitalMalform",2001,0
2029878,"Male","95+","CongenitalMalform",2002,0
2029879,"Male","95+","CongenitalMalform",2003,0
2029880,"Male","95+","CongenitalMalform",2004,0
2029881,"Male","95+","CongenitalMalform",2005,0
2029882,"Male","95+","CongenitalMalform",2006,0
2029883,"Male","95+","CongenitalMalform",2007,0
2029884,"Male","95+","CongenitalMalform",2008,0
2029885,"Male","95+","CongenitalMalform",2009,0
2029886,"Male","95+","CongenitalMalform",2010,0
2029887,"Male","95+","CongenitalMalform",2011,0
2029888,"Male","95+","CongenitalMalform",2012,0
2029889,"Male","95+","CongenitalMalform",2013,0
2029890,"Male","95+","CongenitalMalform",2014,0
2029891,"Male","95+","CongenitalMalform",2015,0
2029892,"Male","95+","CongenitalMalform",2016,0
2029893,"Male","95+","CongenitalMalform",2017,0
2029894,"Male","95+","CongenitalMalform",2018,0
2029895,"Male","95+","CongenitalMalform",2019,0
2029896,"Male","95+","CongenitalMalform",2020,0
2029897,"Male","95+","CongenitalMalform",2021,0
2032160,"Male","95+","UnclassifiedAbnorm",1996,99
2032161,"Male","95+","UnclassifiedAbnorm",1997,92
2032162,"Male","95+","UnclassifiedAbnorm",1998,126
2032163,"Male","95+","UnclassifiedAbnorm",1999,128
2032164,"Male","95+","UnclassifiedAbnorm",2000,140
2032165,"Male","95+","UnclassifiedAbnorm",2001,147
2032166,"Male","95+","UnclassifiedAbnorm",2002,115
2032167,"Male","95+","UnclassifiedAbnorm",2003,101
2032168,"Male","95+","UnclassifiedAbnorm",2004,115
2032169,"Male","95+","UnclassifiedAbnorm",2005,115
2032170,"Male","95+","UnclassifiedAbnorm",2006,98
2032171,"Male","95+","UnclassifiedAbnorm",2007,102
2032172,"Male","95+","UnclassifiedAbnorm",2008,115
2032173,"Male","95+","UnclassifiedAbnorm",2009,115
2032174,"Male","95+","UnclassifiedAbnorm",2010,105
2032175,"Male","95+","UnclassifiedAbnorm",2011,114
2032176,"Male","95+","UnclassifiedAbnorm",2012,124
2032177,"Male","95+","UnclassifiedAbnorm",2013,151
2032178,"Male","95+","UnclassifiedAbnorm",2014,114
2032179,"Male","95+","UnclassifiedAbnorm",2015,148
2032180,"Male","95+","UnclassifiedAbnorm",2016,175
2032181,"Male","95+","UnclassifiedAbnorm",2017,205
2032182,"Male","95+","UnclassifiedAbnorm",2018,199
2032183,"Male","95+","UnclassifiedAbnorm",2019,217
2032184,"Male","95+","UnclassifiedAbnorm",2020,240
2032185,"Male","95+","UnclassifiedAbnorm",2021,259
2034576,"Male","95+","COVID-19",2020,356
2034577,"Male","95+","COVID-19",2021,358
2034604,"Male","95+","ExternalCauses",1996,30
2034605,"Male","95+","ExternalCauses",1997,36
2034606,"Male","95+","ExternalCauses",1998,27
2034607,"Male","95+","ExternalCauses",1999,24
2034608,"Male","95+","ExternalCauses",2000,36
2034609,"Male","95+","ExternalCauses",2001,41
2034610,"Male","95+","ExternalCauses",2002,28
2034611,"Male","95+","ExternalCauses",2003,52
2034612,"Male","95+","ExternalCauses",2004,39
2034613,"Male","95+","ExternalCauses",2005,44
2034614,"Male","95+","ExternalCauses",2006,47
2034615,"Male","95+","ExternalCauses",2007,34
2034616,"Male","95+","ExternalCauses",2008,57
2034617,"Male","95+","ExternalCauses",2009,56
2034618,"Male","95+","ExternalCauses",2010,47
2034619,"Male","95+","ExternalCauses",2011,49
2034620,"Male","95+","ExternalCauses",2012,65
2034621,"Male","95+","ExternalCauses",2013,74
2034622,"Male","95+","ExternalCauses",2014,66
2034623,"Male","95+","ExternalCauses",2015,107
2034624,"Male","95+","ExternalCauses",2016,103
2034625,"Male","95+","ExternalCauses",2017,124
2034626,"Male","95+","ExternalCauses",2018,145
2034627,"Male","95+","ExternalCauses",2019,159
2034628,"Male","95+","ExternalCauses",2020,141
2034629,"Male","95+","ExternalCauses",2021,155
2044354,"Female","Total","Infections",1996,711
2044355,"Female","Total","Infections",1997,716
2044356,"Female","Total","Infections",1998,754
2044357,"Female","Total","Infections",1999,820
2044358,"Female","Total","Infections",2000,842
2044359,"Female","Total","Infections",2001,875
2044360,"Female","Total","Infections",2002,910
2044361,"Female","Total","Infections",2003,1019
2044362,"Female","Total","Infections",2004,996
2044363,"Female","Total","Infections",2005,981
2044364,"Female","Total","Infections",2006,1033
2044365,"Female","Total","Infections",2007,978
2044366,"Female","Total","Infections",2008,1086
2044367,"Female","Total","Infections",2009,1054
2044368,"Female","Total","Infections",2010,1094
2044369,"Female","Total","Infections",2011,1154
2044370,"Female","Total","Infections",2012,1139
2044371,"Female","Total","Infections",2013,1660
2044372,"Female","Total","Infections",2014,1633
2044373,"Female","Total","Infections",2015,1819
2044374,"Female","Total","Infections",2016,1610
2044375,"Female","Total","Infections",2017,1702
2044376,"Female","Total","Infections",2018,1777
2044377,"Female","Total","Infections",2019,1717
2044378,"Female","Total","Infections",2020,1574
2044379,"Female","Total","Infections",2021,1599
2048852,"Female","Total","Neoplasms",1996,17027
2048853,"Female","Total","Neoplasms",1997,17173
2048854,"Female","Total","Neoplasms",1998,17284
2048855,"Female","Total","Neoplasms",1999,17710
2048856,"Female","Total","Neoplasms",2000,17633
2048857,"Female","Total","Neoplasms",2001,17750
2048858,"Female","Total","Neoplasms",2002,18204
2048859,"Female","Total","Neoplasms",2003,18253
2048860,"Female","Total","Neoplasms",2004,18535
2048861,"Female","Total","Neoplasms",2005,18653
2048862,"Female","Total","Neoplasms",2006,18807
2048863,"Female","Total","Neoplasms",2007,18720
2048864,"Female","Total","Neoplasms",2008,19477
2048865,"Female","Total","Neoplasms",2009,19395
2048866,"Female","Total","Neoplasms",2010,19832
2048867,"Female","Total","Neoplasms",2011,20559
2048868,"Female","Total","Neoplasms",2012,20504
2048869,"Female","Total","Neoplasms",2013,20409
2048870,"Female","Total","Neoplasms",2014,20728
2048871,"Female","Total","Neoplasms",2015,21098
2048872,"Female","Total","Neoplasms",2016,21621
2048873,"Female","Total","Neoplasms",2017,21245
2048874,"Female","Total","Neoplasms",2018,21380
2048875,"Female","Total","Neoplasms",2019,21690
2048876,"Female","Total","Neoplasms",2020,21748
2048877,"Female","Total","Neoplasms",2021,21740
2053350,"Female","Total","Endocr+Metabol",1996,2526
2053351,"Female","Total","Endocr+Metabol",1997,2682
2053352,"Female","Total","Endocr+Metabol",1998,2561
2053353,"Female","Total","Endocr+Metabol",1999,2786
2053354,"Female","Total","Endocr+Metabol",2000,2719
2053355,"Female","Total","Endocr+Metabol",2001,3130
2053356,"Female","Total","Endocr+Metabol",2002,3006
2053357,"Female","Total","Endocr+Metabol",2003,2790
2053358,"Female","Total","Endocr+Metabol",2004,2718
2053359,"Female","Total","Endocr+Metabol",2005,2645
2053360,"Female","Total","Endocr+Metabol",2006,2487
2053361,"Female","Total","Endocr+Metabol",2007,2378
2053362,"Female","Total","Endocr+Metabol",2008,2365
2053363,"Female","Total","Endocr+Metabol",2009,2215
2053364,"Female","Total","Endocr+Metabol",2010,2171
2053365,"Female","Total","Endocr+Metabol",2011,2078
2053366,"Female","Total","Endocr+Metabol",2012,2010
2053367,"Female","Total","Endocr+Metabol",2013,2077
2053368,"Female","Total","Endocr+Metabol",2014,1979
2053369,"Female","Total","Endocr+Metabol",2015,2015
2053370,"Female","Total","Endocr+Metabol",2016,1911
2053371,"Female","Total","Endocr+Metabol",2017,1903
2053372,"Female","Total","Endocr+Metabol",2018,1809
2053373,"Female","Total","Endocr+Metabol",2019,1787
2053374,"Female","Total","Endocr+Metabol",2020,1781
2053375,"Female","Total","Endocr+Metabol",2021,1702
2055274,"Female","Total","Psychological",1996,2974
2055275,"Female","Total","Psychological",1997,3072
2055276,"Female","Total","Psychological",1998,3201
2055277,"Female","Total","Psychological",1999,3580
2055278,"Female","Total","Psychological",2000,3669
2055279,"Female","Total","Psychological",2001,4075
2055280,"Female","Total","Psychological",2002,4588
2055281,"Female","Total","Psychological",2003,4645
2055282,"Female","Total","Psychological",2004,4659
2055283,"Female","Total","Psychological",2005,4523
2055284,"Female","Total","Psychological",2006,4913
2055285,"Female","Total","Psychological",2007,4575
2055286,"Female","Total","Psychological",2008,5033
2055287,"Female","Total","Psychological",2009,4980
2055288,"Female","Total","Psychological",2010,5351
2055289,"Female","Total","Psychological",2011,5352
2055290,"Female","Total","Psychological",2012,6054
2055291,"Female","Total","Psychological",2013,7000
2055292,"Female","Total","Psychological",2014,6761
2055293,"Female","Total","Psychological",2015,7558
2055294,"Female","Total","Psychological",2016,7783
2055295,"Female","Total","Psychological",2017,8207
2055296,"Female","Total","Psychological",2018,8380
2055297,"Female","Total","Psychological",2019,8070
2055298,"Female","Total","Psychological",2020,7313
2055299,"Female","Total","Psychological",2021,7466
2057328,"Female","Total","NervousSystem",1996,1697
2057329,"Female","Total","NervousSystem",1997,1696
2057330,"Female","Total","NervousSystem",1998,1669
2057331,"Female","Total","NervousSystem",1999,1783
2057332,"Female","Total","NervousSystem",2000,1616
2057333,"Female","Total","NervousSystem",2001,1782
2057334,"Female","Total","NervousSystem",2002,2046
2057335,"Female","Total","NervousSystem",2003,2048
2057336,"Female","Total","NervousSystem",2004,1941
2057337,"Female","Total","NervousSystem",2005,1961
2057338,"Female","Total","NervousSystem",2006,2159
2057339,"Female","Total","NervousSystem",2007,2118
2057340,"Female","Total","NervousSystem",2008,2394
2057341,"Female","Total","NervousSystem",2009,2475
2057342,"Female","Total","NervousSystem",2010,2747
2057343,"Female","Total","NervousSystem",2011,2850
2057344,"Female","Total","NervousSystem",2012,3200
2057345,"Female","Total","NervousSystem",2013,3799
2057346,"Female","Total","NervousSystem",2014,3935
2057347,"Female","Total","NervousSystem",2015,4268
2057348,"Female","Total","NervousSystem",2016,4683
2057349,"Female","Total","NervousSystem",2017,4712
2057350,"Female","Total","NervousSystem",2018,4978
2057351,"Female","Total","NervousSystem",2019,4822
2057352,"Female","Total","NervousSystem",2020,4598
2057353,"Female","Total","NervousSystem",2021,4450
2059122,"Female","Total","Eye+Adnexa",1996,3
2059123,"Female","Total","Eye+Adnexa",1997,0
2059124,"Female","Total","Eye+Adnexa",1998,5
2059125,"Female","Total","Eye+Adnexa",1999,3
2059126,"Female","Total","Eye+Adnexa",2000,2
2059127,"Female","Total","Eye+Adnexa",2001,0
2059128,"Female","Total","Eye+Adnexa",2002,1
2059129,"Female","Total","Eye+Adnexa",2003,0
2059130,"Female","Total","Eye+Adnexa",2004,2
2059131,"Female","Total","Eye+Adnexa",2005,1
2059132,"Female","Total","Eye+Adnexa",2006,1
2059133,"Female","Total","Eye+Adnexa",2007,5
2059134,"Female","Total","Eye+Adnexa",2008,3
2059135,"Female","Total","Eye+Adnexa",2009,0
2059136,"Female","Total","Eye+Adnexa",2010,1
2059137,"Female","Total","Eye+Adnexa",2011,5
2059138,"Female","Total","Eye+Adnexa",2012,8
2059139,"Female","Total","Eye+Adnexa",2013,10
2059140,"Female","Total","Eye+Adnexa",2014,17
2059141,"Female","Total","Eye+Adnexa",2015,3
2059142,"Female","Total","Eye+Adnexa",2016,3
2059143,"Female","Total","Eye+Adnexa",2017,3
2059144,"Female","Total","Eye+Adnexa",2018,6
2059145,"Female","Total","Eye+Adnexa",2019,7
2059146,"Female","Total","Eye+Adnexa",2020,4
2059147,"Female","Total","Eye+Adnexa",2021,3
2061020,"Female","Total","CirculatorySystem",1996,26105
2061021,"Female","Total","CirculatorySystem",1997,25450
2061022,"Female","Total","CirculatorySystem",1998,25513
2061023,"Female","Total","CirculatorySystem",1999,25597
2061024,"Female","Total","CirculatorySystem",2000,25553
2061025,"Female","Total","CirculatorySystem",2001,24840
2061026,"Female","Total","CirculatorySystem",2002,25026
2061027,"Female","Total","CirculatorySystem",2003,24308
2061028,"Female","Total","CirculatorySystem",2004,23281
2061029,"Female","Total","CirculatorySystem",2005,22577
2061030,"Female","Total","CirculatorySystem",2006,21870
2061031,"Female","Total","CirculatorySystem",2007,21516
2061032,"Female","Total","CirculatorySystem",2008,21360
2061033,"Female","Total","CirculatorySystem",2009,20579
2061034,"Female","Total","CirculatorySystem",2010,20734
2061035,"Female","Total","CirculatorySystem",2011,20251
2061036,"Female","Total","CirculatorySystem",2012,20344
2061037,"Female","Total","CirculatorySystem",2013,20456
2061038,"Female","Total","CirculatorySystem",2014,20199
2061039,"Female","Total","CirculatorySystem",2015,20812
2061040,"Female","Total","CirculatorySystem",2016,20499
2061041,"Female","Total","CirculatorySystem",2017,20056
2061042,"Female","Total","CirculatorySystem",2018,19525
2061043,"Female","Total","CirculatorySystem",2019,19275
2061044,"Female","Total","CirculatorySystem",2020,18433
2061045,"Female","Total","CirculatorySystem",2021,18848
2064738,"Female","Total","DigestiveSystem",1996,2952
2064739,"Female","Total","DigestiveSystem",1997,2884
2064740,"Female","Total","DigestiveSystem",1998,2883
2064741,"Female","Total","DigestiveSystem",1999,2861
2064742,"Female","Total","DigestiveSystem",2000,3025
2064743,"Female","Total","DigestiveSystem",2001,3081
2064744,"Female","Total","DigestiveSystem",2002,3204
2064745,"Female","Total","DigestiveSystem",2003,3327
2064746,"Female","Total","DigestiveSystem",2004,3149
2064747,"Female","Total","DigestiveSystem",2005,3024
2064748,"Female","Total","DigestiveSystem",2006,3091
2064749,"Female","Total","DigestiveSystem",2007,3019
2064750,"Female","Total","DigestiveSystem",2008,3023
2064751,"Female","Total","DigestiveSystem",2009,2820
2064752,"Female","Total","DigestiveSystem",2010,2852
2064753,"Female","Total","DigestiveSystem",2011,2842
2064754,"Female","Total","DigestiveSystem",2012,2929
2064755,"Female","Total","DigestiveSystem",2013,2400
2064756,"Female","Total","DigestiveSystem",2014,2344
2064757,"Female","Total","DigestiveSystem",2015,2388
2064758,"Female","Total","DigestiveSystem",2016,2441
2064759,"Female","Total","DigestiveSystem",2017,2385
2064760,"Female","Total","DigestiveSystem",2018,2465
2064761,"Female","Total","DigestiveSystem",2019,2437
2064762,"Female","Total","DigestiveSystem",2020,2456
2064763,"Female","Total","DigestiveSystem",2021,2512
2066636,"Female","Total","SkinDeseases",1996,368
2066637,"Female","Total","SkinDeseases",1997,375
2066638,"Female","Total","SkinDeseases",1998,352
2066639,"Female","Total","SkinDeseases",1999,413
2066640,"Female","Total","SkinDeseases",2000,378
2066641,"Female","Total","SkinDeseases",2001,308
2066642,"Female","Total","SkinDeseases",2002,307
2066643,"Female","Total","SkinDeseases",2003,304
2066644,"Female","Total","SkinDeseases",2004,280
2066645,"Female","Total","SkinDeseases",2005,274
2066646,"Female","Total","SkinDeseases",2006,272
2066647,"Female","Total","SkinDeseases",2007,282
2066648,"Female","Total","SkinDeseases",2008,255
2066649,"Female","Total","SkinDeseases",2009,242
2066650,"Female","Total","SkinDeseases",2010,270
2066651,"Female","Total","SkinDeseases",2011,265
2066652,"Female","Total","SkinDeseases",2012,261
2066653,"Female","Total","SkinDeseases",2013,202
2066654,"Female","Total","SkinDeseases",2014,209
2066655,"Female","Total","SkinDeseases",2015,169
2066656,"Female","Total","SkinDeseases",2016,172
2066657,"Female","Total","SkinDeseases",2017,200
2066658,"Female","Total","SkinDeseases",2018,203
2066659,"Female","Total","SkinDeseases",2019,213
2066660,"Female","Total","SkinDeseases",2020,216
2066661,"Female","Total","SkinDeseases",2021,242
2068534,"Female","Total","MusculSystem",1996,605
2068535,"Female","Total","MusculSystem",1997,592
2068536,"Female","Total","MusculSystem",1998,601
2068537,"Female","Total","MusculSystem",1999,634
2068538,"Female","Total","MusculSystem",2000,583
2068539,"Female","Total","MusculSystem",2001,666
2068540,"Female","Total","MusculSystem",2002,677
2068541,"Female","Total","MusculSystem",2003,625
2068542,"Female","Total","MusculSystem",2004,554
2068543,"Female","Total","MusculSystem",2005,546
2068544,"Female","Total","MusculSystem",2006,629
2068545,"Female","Total","MusculSystem",2007,542
2068546,"Female","Total","MusculSystem",2008,555
2068547,"Female","Total","MusculSystem",2009,536
2068548,"Female","Total","MusculSystem",2010,604
2068549,"Female","Total","MusculSystem",2011,573
2068550,"Female","Total","MusculSystem",2012,627
2068551,"Female","Total","MusculSystem",2013,733
2068552,"Female","Total","MusculSystem",2014,705
2068553,"Female","Total","MusculSystem",2015,700
2068554,"Female","Total","MusculSystem",2016,773
2068555,"Female","Total","MusculSystem",2017,807
2068556,"Female","Total","MusculSystem",2018,743
2068557,"Female","Total","MusculSystem",2019,683
2068558,"Female","Total","MusculSystem",2020,704
2068559,"Female","Total","MusculSystem",2021,678
2070614,"Female","Total","GenitourinarySystem",1996,1580
2070615,"Female","Total","GenitourinarySystem",1997,1559
2070616,"Female","Total","GenitourinarySystem",1998,1515
2070617,"Female","Total","GenitourinarySystem",1999,1654
2070618,"Female","Total","GenitourinarySystem",2000,1672
2070619,"Female","Total","GenitourinarySystem",2001,1729
2070620,"Female","Total","GenitourinarySystem",2002,1697
